Election Year,Total Votes,Municipality,PA Senate Candidate,PA Senate Candidate Party,PA Senate District Prop,PA Senate Office Prop,PA Senate Office Votes,PA Senate Precinct Prop,PA Senate Precinct Votes,POTUS Candidate,POTUS Candidate Party,POTUS District Prop,POTUS Office Prop,POTUS Office Votes,POTUS Precinct Prop,POTUS Precinct Votes,Precinct,Total Turnout,US Senate Candidate,US Senate Candidate Party,US Senate District Prop,US Senate Office Prop,US Senate Office Votes,US Senate Precinct Prop,US Senate Precinct Votes,GEOID
2012,435,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,14.47,45,Jill Stein,G,0.31,0.29,492,0.61,2,East Huntingdon Township Bessemer 1,75.4,Rayburn Douglas Smith,L,2.18,1.82,3060,3.08,10,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Mitt Romney,R,67.58,61.29,103932,67.07,220,East Huntingdon Township Bessemer 1,75.4,Tom Smith,R,63.37,56.78,95218,60,195,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Mitt Romney,R,67.58,61.29,103932,67.07,220,East Huntingdon Township Bessemer 1,75.4,Bob Casey Jr,D,34.44,41.4,69431,36.92,120,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Mitt Romney,R,67.58,61.29,103932,67.07,220,East Huntingdon Township Bessemer 1,75.4,Rayburn Douglas Smith,L,2.18,1.82,3060,3.08,10,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Barack Obama,D,31.2,37.58,63722,31.4,103,East Huntingdon Township Bessemer 1,75.4,Tom Smith,R,63.37,56.78,95218,60,195,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Barack Obama,D,31.2,37.58,63722,31.4,103,East Huntingdon Township Bessemer 1,75.4,Bob Casey Jr,D,34.44,41.4,69431,36.92,120,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Barack Obama,D,31.2,37.58,63722,31.4,103,East Huntingdon Township Bessemer 1,75.4,Rayburn Douglas Smith,L,2.18,1.82,3060,3.08,10,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Gary Johnson,L,0.91,0.84,1426,0.91,3,East Huntingdon Township Bessemer 1,75.4,Tom Smith,R,63.37,56.78,95218,60,195,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Gary Johnson,L,0.91,0.84,1426,0.91,3,East Huntingdon Township Bessemer 1,75.4,Bob Casey Jr,D,34.44,41.4,69431,36.92,120,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Gary Johnson,L,0.91,0.84,1426,0.91,3,East Huntingdon Township Bessemer 1,75.4,Rayburn Douglas Smith,L,2.18,1.82,3060,3.08,10,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Jill Stein,G,0.31,0.29,492,0.61,2,East Huntingdon Township Bessemer 1,75.4,Tom Smith,R,63.37,56.78,95218,60,195,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Jill Stein,G,0.31,0.29,492,0.61,2,East Huntingdon Township Bessemer 1,75.4,Bob Casey Jr,D,34.44,41.4,69431,36.92,120,42129400
2012,435,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,85.53,266,Jill Stein,G,0.31,0.29,492,0.61,2,East Huntingdon Township Bessemer 1,75.4,Rayburn Douglas Smith,L,2.18,1.82,3060,3.08,10,42129400
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Mitt Romney,R,67.58,61.29,103932,66.03,447,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Mitt Romney,R,67.58,61.29,103932,66.03,447,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Mitt Romney,R,67.58,61.29,103932,66.03,447,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Barack Obama,D,31.2,37.58,63722,33.09,224,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Barack Obama,D,31.2,37.58,63722,33.09,224,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Barack Obama,D,31.2,37.58,63722,33.09,224,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Gary Johnson,L,0.91,0.84,1426,0.89,6,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Gary Johnson,L,0.91,0.84,1426,0.89,6,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Gary Johnson,L,0.91,0.84,1426,0.89,6,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,9.88,64,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Mitt Romney,R,67.58,61.29,103932,66.03,447,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Mitt Romney,R,67.58,61.29,103932,66.03,447,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Mitt Romney,R,67.58,61.29,103932,66.03,447,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Barack Obama,D,31.2,37.58,63722,33.09,224,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Barack Obama,D,31.2,37.58,63722,33.09,224,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Barack Obama,D,31.2,37.58,63722,33.09,224,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Gary Johnson,L,0.91,0.84,1426,0.89,6,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Gary Johnson,L,0.91,0.84,1426,0.89,6,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Gary Johnson,L,0.91,0.84,1426,0.89,6,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Bessemer 2,68.04,Tom Smith,R,63.37,56.78,95218,61.98,414,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Bessemer 2,68.04,Bob Casey Jr,D,34.44,41.4,69431,35.78,239,42129410
2012,995,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,90.12,584,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Bessemer 2,68.04,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129410
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Mitt Romney,R,67.58,61.29,103932,70.12,467,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Mitt Romney,R,67.58,61.29,103932,70.12,467,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Mitt Romney,R,67.58,61.29,103932,70.12,467,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Barack Obama,D,31.2,37.58,63722,29.13,194,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Barack Obama,D,31.2,37.58,63722,29.13,194,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Barack Obama,D,31.2,37.58,63722,29.13,194,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Gary Johnson,L,0.91,0.84,1426,0.15,1,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Gary Johnson,L,0.91,0.84,1426,0.15,1,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Gary Johnson,L,0.91,0.84,1426,0.15,1,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Jill Stein,G,0.31,0.29,492,0.6,4,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Jill Stein,G,0.31,0.29,492,0.6,4,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.25,86,Jill Stein,G,0.31,0.29,492,0.6,4,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Mitt Romney,R,67.58,61.29,103932,70.12,467,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Mitt Romney,R,67.58,61.29,103932,70.12,467,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Mitt Romney,R,67.58,61.29,103932,70.12,467,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Barack Obama,D,31.2,37.58,63722,29.13,194,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Barack Obama,D,31.2,37.58,63722,29.13,194,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Barack Obama,D,31.2,37.58,63722,29.13,194,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Gary Johnson,L,0.91,0.84,1426,0.15,1,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Gary Johnson,L,0.91,0.84,1426,0.15,1,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Gary Johnson,L,0.91,0.84,1426,0.15,1,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Jill Stein,G,0.31,0.29,492,0.6,4,East Huntingdon Township Ruffsdale,61.78,Tom Smith,R,63.37,56.78,95218,65.32,435,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Jill Stein,G,0.31,0.29,492,0.6,4,East Huntingdon Township Ruffsdale,61.78,Bob Casey Jr,D,34.44,41.4,69431,32.43,216,42129420
2012,1078,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.75,563,Jill Stein,G,0.31,0.29,492,0.6,4,East Huntingdon Township Ruffsdale,61.78,Rayburn Douglas Smith,L,2.18,1.82,3060,2.25,15,42129420
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Mitt Romney,R,67.58,61.29,103932,68.69,215,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Mitt Romney,R,67.58,61.29,103932,68.69,215,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Mitt Romney,R,67.58,61.29,103932,68.69,215,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Barack Obama,D,31.2,37.58,63722,30.67,96,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Barack Obama,D,31.2,37.58,63722,30.67,96,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Barack Obama,D,31.2,37.58,63722,30.67,96,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Gary Johnson,L,0.91,0.84,1426,0.64,2,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Gary Johnson,L,0.91,0.84,1426,0.64,2,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Gary Johnson,L,0.91,0.84,1426,0.64,2,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,17.57,52,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Mitt Romney,R,67.58,61.29,103932,68.69,215,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Mitt Romney,R,67.58,61.29,103932,68.69,215,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Mitt Romney,R,67.58,61.29,103932,68.69,215,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Barack Obama,D,31.2,37.58,63722,30.67,96,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Barack Obama,D,31.2,37.58,63722,30.67,96,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Barack Obama,D,31.2,37.58,63722,30.67,96,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Gary Johnson,L,0.91,0.84,1426,0.64,2,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Gary Johnson,L,0.91,0.84,1426,0.64,2,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Gary Johnson,L,0.91,0.84,1426,0.64,2,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Stoners,68.19,Tom Smith,R,63.37,56.78,95218,64.4,199,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Stoners,68.19,Bob Casey Jr,D,34.44,41.4,69431,32.36,100,42129430
2012,459,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,82.43,244,Jill Stein,G,0.31,0.29,492,0,0,East Huntingdon Township Stoners,68.19,Rayburn Douglas Smith,L,2.18,1.82,3060,3.24,10,42129430
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Mitt Romney,R,67.58,61.29,103932,58.64,224,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Mitt Romney,R,67.58,61.29,103932,58.64,224,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Mitt Romney,R,67.58,61.29,103932,58.64,224,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Barack Obama,D,31.2,37.58,63722,38.48,147,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Barack Obama,D,31.2,37.58,63722,38.48,147,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Barack Obama,D,31.2,37.58,63722,38.48,147,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Gary Johnson,L,0.91,0.84,1426,2.09,8,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Gary Johnson,L,0.91,0.84,1426,2.09,8,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Gary Johnson,L,0.91,0.84,1426,2.09,8,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Jill Stein,G,0.31,0.29,492,0.79,3,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Jill Stein,G,0.31,0.29,492,0.79,3,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,13.97,51,Jill Stein,G,0.31,0.29,492,0.79,3,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Mitt Romney,R,67.58,61.29,103932,58.64,224,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Mitt Romney,R,67.58,61.29,103932,58.64,224,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Mitt Romney,R,67.58,61.29,103932,58.64,224,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Barack Obama,D,31.2,37.58,63722,38.48,147,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Barack Obama,D,31.2,37.58,63722,38.48,147,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Barack Obama,D,31.2,37.58,63722,38.48,147,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Gary Johnson,L,0.91,0.84,1426,2.09,8,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Gary Johnson,L,0.91,0.84,1426,2.09,8,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Gary Johnson,L,0.91,0.84,1426,2.09,8,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Jill Stein,G,0.31,0.29,492,0.79,3,East Huntingdon Township Strohms,65.86,Tom Smith,R,63.37,56.78,95218,55.03,208,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Jill Stein,G,0.31,0.29,492,0.79,3,East Huntingdon Township Strohms,65.86,Bob Casey Jr,D,34.44,41.4,69431,43.92,166,42129440
2012,580,E Huntingdon,Kim L Ward,R,87.43,86.96,92984,86.03,314,Jill Stein,G,0.31,0.29,492,0.79,3,East Huntingdon Township Strohms,65.86,Rayburn Douglas Smith,L,2.18,1.82,3060,1.06,4,42129440
2012,1216,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,10.96,86,Mitt Romney,R,67.58,61.29,103932,70.71,589,East Huntingdon Township Whites,68.5,Tom Smith,R,63.37,56.78,95218,67.77,551,42129450
2012,1216,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,10.96,86,Mitt Romney,R,67.58,61.29,103932,70.71,589,East Huntingdon Township Whites,68.5,Bob Casey Jr,D,34.44,41.4,69431,30.38,247,42129450
2012,1216,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,10.96,86,Mitt Romney,R,67.58,61.29,103932,70.71,589,East Huntingdon Township Whites,68.5,Rayburn Douglas Smith,L,2.18,1.82,3060,1.85,15,42129450
2012,1216,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,10.96,86,Barack Obama,D,31.2,37.58,63722,28.09,234,East Huntingdon Township Whites,68.5,Tom Smith,R,63.37,56.78,95218,67.77,551,42129450
2012,1216,E Huntingdon,Ronald M Gazze,I,12.57,13.04,13946,10.96,86,Barack Obama,D,31.2,37.58,63722,28.09,234,East Huntingdon Township Whites,68.5,Bob Casey Jr,D,34.44,41.4,69431,30.38,247,42129450
